referencia,titulo,categoria,preco,descricao,variacao,estoque,marca,image0,image1,image2,image3,image4,image5,image6,image7,image8,image9,image10,image11,image12,image13,image14,image15,video1
FST028D,Sandália Feminina,Calçados Femininos Sandálias,"R$ 49,90","Código Ref.: FST028D

Material: Verniz Azul;

Enfeite: Fivela de ajuste na cor Dourado;

Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Azul e Taloneira Napa Bege;

Salto: 6 cm de Altura e Revestido em Verniz Azul;

Solado de PVC com antiderrapante na cor Bege.
Dimensões da Caixa: 28 x 20 x 9,5 cm
Peso do Produto na Caixa: 600 gramas (aproximadamente)",34,4,Torricella,img/FST028D/Sandalia Feminina 0.jpg,img/FST028D/Sandalia Feminina 1.jpg,img/FST028D/Sandalia Feminina 2.jpg,img/FST028D/Sandalia Feminina 3.jpg,img/FST028D/Sandalia Feminina 4.jpg,,,,,,,,,,,,
FST028D,Sandália Feminina,Calçados Femininos Sandálias,"R$ 49,90","Código Ref.: FST028D

Material: Verniz Azul;

Enfeite: Fivela de ajuste na cor Dourado;

Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Azul e Taloneira Napa Bege;

Salto: 6 cm de Altura e Revestido em Verniz Azul;

Solado de PVC com antiderrapante na cor Bege.
Dimensões da Caixa: 28 x 20 x 9,5 cm
Peso do Produto na Caixa: 600 gramas (aproximadamente)",35,6,Torricella,img/FST028D/Sandalia Feminina 0.jpg,img/FST028D/Sandalia Feminina 1.jpg,img/FST028D/Sandalia Feminina 2.jpg,img/FST028D/Sandalia Feminina 3.jpg,img/FST028D/Sandalia Feminina 4.jpg,,,,,,,,,,,,
FST028D,Sandália Feminina,Calçados Femininos Sandálias,"R$ 49,90","Código Ref.: FST028D

Material: Verniz Azul;

Enfeite: Fivela de ajuste na cor Dourado;

Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Azul e Taloneira Napa Bege;

Salto: 6 cm de Altura e Revestido em Verniz Azul;

Solado de PVC com antiderrapante na cor Bege.
Dimensões da Caixa: 28 x 20 x 9,5 cm
Peso do Produto na Caixa: 600 gramas (aproximadamente)",36,11,Torricella,img/FST028D/Sandalia Feminina 0.jpg,img/FST028D/Sandalia Feminina 1.jpg,img/FST028D/Sandalia Feminina 2.jpg,img/FST028D/Sandalia Feminina 3.jpg,img/FST028D/Sandalia Feminina 4.jpg,,,,,,,,,,,,
FST028D,Sandália Feminina,Calçados Femininos Sandálias,"R$ 49,90","Código Ref.: FST028D

Material: Verniz Azul;

Enfeite: Fivela de ajuste na cor Dourado;

Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Azul e Taloneira Napa Bege;

Salto: 6 cm de Altura e Revestido em Verniz Azul;

Solado de PVC com antiderrapante na cor Bege.
Dimensões da Caixa: 28 x 20 x 9,5 cm
Peso do Produto na Caixa: 600 gramas (aproximadamente)",37,11,Torricella,img/FST028D/Sandalia Feminina 0.jpg,img/FST028D/Sandalia Feminina 1.jpg,img/FST028D/Sandalia Feminina 2.jpg,img/FST028D/Sandalia Feminina 3.jpg,img/FST028D/Sandalia Feminina 4.jpg,,,,,,,,,,,,
FST028D,Sandália Feminina,Calçados Femininos Sandálias,"R$ 49,90","Código Ref.: FST028D

Material: Verniz Azul;

Enfeite: Fivela de ajuste na cor Dourado;

Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Azul e Taloneira Napa Bege;

Salto: 6 cm de Altura e Revestido em Verniz Azul;

Solado de PVC com antiderrapante na cor Bege.
Dimensões da Caixa: 28 x 20 x 9,5 cm
Peso do Produto na Caixa: 600 gramas (aproximadamente)",38,8,Torricella,img/FST028D/Sandalia Feminina 0.jpg,img/FST028D/Sandalia Feminina 1.jpg,img/FST028D/Sandalia Feminina 2.jpg,img/FST028D/Sandalia Feminina 3.jpg,img/FST028D/Sandalia Feminina 4.jpg,,,,,,,,,,,,
FST028D,Sandália Feminina,Calçados Femininos Sandálias,"R$ 49,90","Código Ref.: FST028D

Material: Verniz Azul;

Enfeite: Fivela de ajuste na cor Dourado;

Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Azul e Taloneira Napa Bege;

Salto: 6 cm de Altura e Revestido em Verniz Azul;

Solado de PVC com antiderrapante na cor Bege.
Dimensões da Caixa: 28 x 20 x 9,5 cm
Peso do Produto na Caixa: 600 gramas (aproximadamente)",39,2,Torricella,img/FST028D/Sandalia Feminina 0.jpg,img/FST028D/Sandalia Feminina 1.jpg,img/FST028D/Sandalia Feminina 2.jpg,img/FST028D/Sandalia Feminina 3.jpg,img/FST028D/Sandalia Feminina 4.jpg,,,,,,,,,,,,
FST028E,Sandália Feminina,Calçados Femininos Sandálias,"R$ 49,90","Código Ref.: FST028E

Material: Verniz Verde Menta;

Enfeite: Fivela de ajuste na cor Dourado;

Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Verde Menta e Taloneira Napa Bege;

Salto: 6 cm de Altura e Revestido em Verniz Verde Menta;

Solado de PVC com antiderrapante na cor Bege.
Dimensões da Caixa: 28 x 20 x 9,5 cm
Peso do Produto na Caixa: 600 gramas (aproximadamente)",34,4,Torricella,img/FST028E/Sandalia Feminina 0.jpg,img/FST028E/Sandalia Feminina 1.jpg,img/FST028E/Sandalia Feminina 2.jpg,img/FST028E/Sandalia Feminina 3.jpg,img/FST028E/Sandalia Feminina 4.jpg,,,,,,,,,,,,
FST028E,Sandália Feminina,Calçados Femininos Sandálias,"R$ 49,90","Código Ref.: FST028E

Material: Verniz Verde Menta;

Enfeite: Fivela de ajuste na cor Dourado;

Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Verde Menta e Taloneira Napa Bege;

Salto: 6 cm de Altura e Revestido em Verniz Verde Menta;

Solado de PVC com antiderrapante na cor Bege.
Dimensões da Caixa: 28 x 20 x 9,5 cm
Peso do Produto na Caixa: 600 gramas (aproximadamente)",35,8,Torricella,img/FST028E/Sandalia Feminina 0.jpg,img/FST028E/Sandalia Feminina 1.jpg,img/FST028E/Sandalia Feminina 2.jpg,img/FST028E/Sandalia Feminina 3.jpg,img/FST028E/Sandalia Feminina 4.jpg,,,,,,,,,,,,
FST028E,Sandália Feminina,Calçados Femininos Sandálias,"R$ 49,90","Código Ref.: FST028E

Material: Verniz Verde Menta;

Enfeite: Fivela de ajuste na cor Dourado;

Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Verde Menta e Taloneira Napa Bege;

Salto: 6 cm de Altura e Revestido em Verniz Verde Menta;

Solado de PVC com antiderrapante na cor Bege.
Dimensões da Caixa: 28 x 20 x 9,5 cm
Peso do Produto na Caixa: 600 gramas (aproximadamente)",36,9,Torricella,img/FST028E/Sandalia Feminina 0.jpg,img/FST028E/Sandalia Feminina 1.jpg,img/FST028E/Sandalia Feminina 2.jpg,img/FST028E/Sandalia Feminina 3.jpg,img/FST028E/Sandalia Feminina 4.jpg,,,,,,,,,,,,
FST028E,Sandália Feminina,Calçados Femininos Sandálias,"R$ 49,90","Código Ref.: FST028E

Material: Verniz Verde Menta;

Enfeite: Fivela de ajuste na cor Dourado;

Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Verde Menta e Taloneira Napa Bege;

Salto: 6 cm de Altura e Revestido em Verniz Verde Menta;

Solado de PVC com antiderrapante na cor Bege.
Dimensões da Caixa: 28 x 20 x 9,5 cm
Peso do Produto na Caixa: 600 gramas (aproximadamente)",37,10,Torricella,img/FST028E/Sandalia Feminina 0.jpg,img/FST028E/Sandalia Feminina 1.jpg,img/FST028E/Sandalia Feminina 2.jpg,img/FST028E/Sandalia Feminina 3.jpg,img/FST028E/Sandalia Feminina 4.jpg,,,,,,,,,,,,
FST028E,Sandália Feminina,Calçados Femininos Sandálias,"R$ 49,90","Código Ref.: FST028E

Material: Verniz Verde Menta;

Enfeite: Fivela de ajuste na cor Dourado;

Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Verde Menta e Taloneira Napa Bege;

Salto: 6 cm de Altura e Revestido em Verniz Verde Menta;

Solado de PVC com antiderrapante na cor Bege.
Dimensões da Caixa: 28 x 20 x 9,5 cm
Peso do Produto na Caixa: 600 gramas (aproximadamente)",38,5,Torricella,img/FST028E/Sandalia Feminina 0.jpg,img/FST028E/Sandalia Feminina 1.jpg,img/FST028E/Sandalia Feminina 2.jpg,img/FST028E/Sandalia Feminina 3.jpg,img/FST028E/Sandalia Feminina 4.jpg,,,,,,,,,,,,
FST028E,Sandália Feminina,Calçados Femininos Sandálias,"R$ 49,90","Código Ref.: FST028E

Material: Verniz Verde Menta;

Enfeite: Fivela de ajuste na cor Dourado;

Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Verde Menta e Taloneira Napa Bege;

Salto: 6 cm de Altura e Revestido em Verniz Verde Menta;

Solado de PVC com antiderrapante na cor Bege.
Dimensões da Caixa: 28 x 20 x 9,5 cm
Peso do Produto na Caixa: 600 gramas (aproximadamente)",39,3,Torricella,img/FST028E/Sandalia Feminina 0.jpg,img/FST028E/Sandalia Feminina 1.jpg,img/FST028E/Sandalia Feminina 2.jpg,img/FST028E/Sandalia Feminina 3.jpg,img/FST028E/Sandalia Feminina 4.jpg,,,,,,,,,,,,
FST028F,Sandália Feminina,Calçados Femininos Sandálias,"R$ 49,90","Código Ref.: FST028F

Material: Verniz Amarelo;

Enfeite: Fivela de ajuste na cor Dourado;

Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Amarelo e Taloneira Napa Bege;

Salto: 6 cm de Altura e Revestido em Verniz Amarelo;

Solado de PVC com antiderrapante na cor Bege.
Dimensões da Caixa: 28 x 20 x 9,5 cm
Peso do Produto na Caixa: 600 gramas (aproximadamente)",34,4,Torricella,img/FST028F/Sandalia Feminina 0.jpg,img/FST028F/Sandalia Feminina 1.jpg,img/FST028F/Sandalia Feminina 2.jpg,img/FST028F/Sandalia Feminina 3.jpg,img/FST028F/Sandalia Feminina 4.jpg,,,,,,,,,,,,
FST028F,Sandália Feminina,Calçados Femininos Sandálias,"R$ 49,90","Código Ref.: FST028F

Material: Verniz Amarelo;

Enfeite: Fivela de ajuste na cor Dourado;

Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Amarelo e Taloneira Napa Bege;

Salto: 6 cm de Altura e Revestido em Verniz Amarelo;

Solado de PVC com antiderrapante na cor Bege.
Dimensões da Caixa: 28 x 20 x 9,5 cm
Peso do Produto na Caixa: 600 gramas (aproximadamente)",35,7,Torricella,img/FST028F/Sandalia Feminina 0.jpg,img/FST028F/Sandalia Feminina 1.jpg,img/FST028F/Sandalia Feminina 2.jpg,img/FST028F/Sandalia Feminina 3.jpg,img/FST028F/Sandalia Feminina 4.jpg,,,,,,,,,,,,
FST028F,Sandália Feminina,Calçados Femininos Sandálias,"R$ 49,90","Código Ref.: FST028F

Material: Verniz Amarelo;

Enfeite: Fivela de ajuste na cor Dourado;

Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Amarelo e Taloneira Napa Bege;

Salto: 6 cm de Altura e Revestido em Verniz Amarelo;

Solado de PVC com antiderrapante na cor Bege.
Dimensões da Caixa: 28 x 20 x 9,5 cm
Peso do Produto na Caixa: 600 gramas (aproximadamente)",36,9,Torricella,img/FST028F/Sandalia Feminina 0.jpg,img/FST028F/Sandalia Feminina 1.jpg,img/FST028F/Sandalia Feminina 2.jpg,img/FST028F/Sandalia Feminina 3.jpg,img/FST028F/Sandalia Feminina 4.jpg,,,,,,,,,,,,
FST028F,Sandália Feminina,Calçados Femininos Sandálias,"R$ 49,90","Código Ref.: FST028F

Material: Verniz Amarelo;

Enfeite: Fivela de ajuste na cor Dourado;

Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Amarelo e Taloneira Napa Bege;

Salto: 6 cm de Altura e Revestido em Verniz Amarelo;

Solado de PVC com antiderrapante na cor Bege.
Dimensões da Caixa: 28 x 20 x 9,5 cm
Peso do Produto na Caixa: 600 gramas (aproximadamente)",37,11,Torricella,img/FST028F/Sandalia Feminina 0.jpg,img/FST028F/Sandalia Feminina 1.jpg,img/FST028F/Sandalia Feminina 2.jpg,img/FST028F/Sandalia Feminina 3.jpg,img/FST028F/Sandalia Feminina 4.jpg,,,,,,,,,,,,
FST028F,Sandália Feminina,Calçados Femininos Sandálias,"R$ 49,90","Código Ref.: FST028F

Material: Verniz Amarelo;

Enfeite: Fivela de ajuste na cor Dourado;

Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Amarelo e Taloneira Napa Bege;

Salto: 6 cm de Altura e Revestido em Verniz Amarelo;

Solado de PVC com antiderrapante na cor Bege.
Dimensões da Caixa: 28 x 20 x 9,5 cm
Peso do Produto na Caixa: 600 gramas (aproximadamente)",38,8,Torricella,img/FST028F/Sandalia Feminina 0.jpg,img/FST028F/Sandalia Feminina 1.jpg,img/FST028F/Sandalia Feminina 2.jpg,img/FST028F/Sandalia Feminina 3.jpg,img/FST028F/Sandalia Feminina 4.jpg,,,,,,,,,,,,
FST028F,Sandália Feminina,Calçados Femininos Sandálias,"R$ 49,90","Código Ref.: FST028F

Material: Verniz Amarelo;

Enfeite: Fivela de ajuste na cor Dourado;

Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Amarelo e Taloneira Napa Bege;

Salto: 6 cm de Altura e Revestido em Verniz Amarelo;

Solado de PVC com antiderrapante na cor Bege.
Dimensões da Caixa: 28 x 20 x 9,5 cm
Peso do Produto na Caixa: 600 gramas (aproximadamente)",39,3,Torricella,img/FST028F/Sandalia Feminina 0.jpg,img/FST028F/Sandalia Feminina 1.jpg,img/FST028F/Sandalia Feminina 2.jpg,img/FST028F/Sandalia Feminina 3.jpg,img/FST028F/Sandalia Feminina 4.jpg,,,,,,,,,,,,
FST028G,Sandália Feminina,Calçados Femininos Sandálias,"R$ 49,90","Código Ref.: FST028G

Material: Verniz Vermelho;

Enfeite: Fivela de ajuste na cor Dourado;

Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Vermelho e Taloneira Napa Bege;

Salto: 6 cm de Altura e Revestido em Verniz Vermelho;

Solado de PVC com antiderrapante na cor Bege.
Dimensões da Caixa: 28 x 20 x 9,5 cm
Peso do Produto na Caixa: 600 gramas (aproximadamente)",34,4,Torricella,img/FST028G/Sandalia Feminina 0.jpg,img/FST028G/Sandalia Feminina 1.jpg,img/FST028G/Sandalia Feminina 2.jpg,img/FST028G/Sandalia Feminina 3.jpg,img/FST028G/Sandalia Feminina 4.jpg,,,,,,,,,,,,
FST028G,Sandália Feminina,Calçados Femininos Sandálias,"R$ 49,90","Código Ref.: FST028G

Material: Verniz Vermelho;

Enfeite: Fivela de ajuste na cor Dourado;

Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Vermelho e Taloneira Napa Bege;

Salto: 6 cm de Altura e Revestido em Verniz Vermelho;

Solado de PVC com antiderrapante na cor Bege.
Dimensões da Caixa: 28 x 20 x 9,5 cm
Peso do Produto na Caixa: 600 gramas (aproximadamente)",35,6,Torricella,img/FST028G/Sandalia Feminina 0.jpg,img/FST028G/Sandalia Feminina 1.jpg,img/FST028G/Sandalia Feminina 2.jpg,img/FST028G/Sandalia Feminina 3.jpg,img/FST028G/Sandalia Feminina 4.jpg,,,,,,,,,,,,
FST028G,Sandália Feminina,Calçados Femininos Sandálias,"R$ 49,90","Código Ref.: FST028G

Material: Verniz Vermelho;

Enfeite: Fivela de ajuste na cor Dourado;

Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Vermelho e Taloneira Napa Bege;

Salto: 6 cm de Altura e Revestido em Verniz Vermelho;

Solado de PVC com antiderrapante na cor Bege.
Dimensões da Caixa: 28 x 20 x 9,5 cm
Peso do Produto na Caixa: 600 gramas (aproximadamente)",36,10,Torricella,img/FST028G/Sandalia Feminina 0.jpg,img/FST028G/Sandalia Feminina 1.jpg,img/FST028G/Sandalia Feminina 2.jpg,img/FST028G/Sandalia Feminina 3.jpg,img/FST028G/Sandalia Feminina 4.jpg,,,,,,,,,,,,
FST028G,Sandália Feminina,Calçados Femininos Sandálias,"R$ 49,90","Código Ref.: FST028G

Material: Verniz Vermelho;

Enfeite: Fivela de ajuste na cor Dourado;

Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Vermelho e Taloneira Napa Bege;

Salto: 6 cm de Altura e Revestido em Verniz Vermelho;

Solado de PVC com antiderrapante na cor Bege.
Dimensões da Caixa: 28 x 20 x 9,5 cm
Peso do Produto na Caixa: 600 gramas (aproximadamente)",37,8,Torricella,img/FST028G/Sandalia Feminina 0.jpg,img/FST028G/Sandalia Feminina 1.jpg,img/FST028G/Sandalia Feminina 2.jpg,img/FST028G/Sandalia Feminina 3.jpg,img/FST028G/Sandalia Feminina 4.jpg,,,,,,,,,,,,
FST028G,Sandália Feminina,Calçados Femininos Sandálias,"R$ 49,90","Código Ref.: FST028G

Material: Verniz Vermelho;

Enfeite: Fivela de ajuste na cor Dourado;

Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Vermelho e Taloneira Napa Bege;

Salto: 6 cm de Altura e Revestido em Verniz Vermelho;

Solado de PVC com antiderrapante na cor Bege.
Dimensões da Caixa: 28 x 20 x 9,5 cm
Peso do Produto na Caixa: 600 gramas (aproximadamente)",38,7,Torricella,img/FST028G/Sandalia Feminina 0.jpg,img/FST028G/Sandalia Feminina 1.jpg,img/FST028G/Sandalia Feminina 2.jpg,img/FST028G/Sandalia Feminina 3.jpg,img/FST028G/Sandalia Feminina 4.jpg,,,,,,,,,,,,
FST028G,Sandália Feminina,Calçados Femininos Sandálias,"R$ 49,90","Código Ref.: FST028G

Material: Verniz Vermelho;

Enfeite: Fivela de ajuste na cor Dourado;

Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Vermelho e Taloneira Napa Bege;

Salto: 6 cm de Altura e Revestido em Verniz Vermelho;

Solado de PVC com antiderrapante na cor Bege.
Dimensões da Caixa: 28 x 20 x 9,5 cm
Peso do Produto na Caixa: 600 gramas (aproximadamente)",39,1,Torricella,img/FST028G/Sandalia Feminina 0.jpg,img/FST028G/Sandalia Feminina 1.jpg,img/FST028G/Sandalia Feminina 2.jpg,img/FST028G/Sandalia Feminina 3.jpg,img/FST028G/Sandalia Feminina 4.jpg,,,,,,,,,,,,
FST030A,Sandália Tamanco Feminino,Calçados Femininos Sandálias,"R$ 49,90","Código Ref.: FST030A

Material: Napa Preto;

Enfeite: Laços em Napa Preto;

Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Napa Preto e Taloneira Napa Bege;

Salto: 9,5 cm de Altura e Revestido em Napa Preto;

Solado de PVC com antiderrapante na cor Preto.
Dimensões da Caixa: 28 x 20 x 9,5 cm
Peso do Produto na Caixa: 600 gramas (aproximadamente)",34,8,Torricella,img/FST030A/Sandalia Tamanco Feminino 0.jpg,img/FST030A/Sandalia Tamanco Feminino 1.jpg,img/FST030A/Sandalia Tamanco Feminino 2.jpg,img/FST030A/Sandalia Tamanco Feminino 3.jpg,img/FST030A/Sandalia Tamanco Feminino 4.jpg,img/FST030A/Sandalia Tamanco Feminino 5.jpg,img/FST030A/Sandalia Tamanco Feminino 6.jpg,img/FST030A/Sandalia Tamanco Feminino 7.jpg,img/FST030A/Sandalia Tamanco Feminino 8.jpg,img/FST030A/Sandalia Tamanco Feminino 9.mp4,,,,,,,
FST030A,Sandália Tamanco Feminino,Calçados Femininos Sandálias,"R$ 49,90","Código Ref.: FST030A

Material: Napa Preto;

Enfeite: Laços em Napa Preto;

Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Napa Preto e Taloneira Napa Bege;

Salto: 9,5 cm de Altura e Revestido em Napa Preto;

Solado de PVC com antiderrapante na cor Preto.
Dimensões da Caixa: 28 x 20 x 9,5 cm
Peso do Produto na Caixa: 600 gramas (aproximadamente)",35,11,Torricella,img/FST030A/Sandalia Tamanco Feminino 0.jpg,img/FST030A/Sandalia Tamanco Feminino 1.jpg,img/FST030A/Sandalia Tamanco Feminino 2.jpg,img/FST030A/Sandalia Tamanco Feminino 3.jpg,img/FST030A/Sandalia Tamanco Feminino 4.jpg,img/FST030A/Sandalia Tamanco Feminino 5.jpg,img/FST030A/Sandalia Tamanco Feminino 6.jpg,img/FST030A/Sandalia Tamanco Feminino 7.jpg,img/FST030A/Sandalia Tamanco Feminino 8.jpg,img/FST030A/Sandalia Tamanco Feminino 9.mp4,,,,,,,
FST030A,Sandália Tamanco Feminino,Calçados Femininos Sandálias,"R$ 49,90","Código Ref.: FST030A

Material: Napa Preto;

Enfeite: Laços em Napa Preto;

Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Napa Preto e Taloneira Napa Bege;

Salto: 9,5 cm de Altura e Revestido em Napa Preto;

Solado de PVC com antiderrapante na cor Preto.
Dimensões da Caixa: 28 x 20 x 9,5 cm
Peso do Produto na Caixa: 600 gramas (aproximadamente)",36,22,Torricella,img/FST030A/Sandalia Tamanco Feminino 0.jpg,img/FST030A/Sandalia Tamanco Feminino 1.jpg,img/FST030A/Sandalia Tamanco Feminino 2.jpg,img/FST030A/Sandalia Tamanco Feminino 3.jpg,img/FST030A/Sandalia Tamanco Feminino 4.jpg,img/FST030A/Sandalia Tamanco Feminino 5.jpg,img/FST030A/Sandalia Tamanco Feminino 6.jpg,img/FST030A/Sandalia Tamanco Feminino 7.jpg,img/FST030A/Sandalia Tamanco Feminino 8.jpg,img/FST030A/Sandalia Tamanco Feminino 9.mp4,,,,,,,
FST030A,Sandália Tamanco Feminino,Calçados Femininos Sandálias,"R$ 49,90","Código Ref.: FST030A

Material: Napa Preto;

Enfeite: Laços em Napa Preto;

Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Napa Preto e Taloneira Napa Bege;

Salto: 9,5 cm de Altura e Revestido em Napa Preto;

Solado de PVC com antiderrapante na cor Preto.
Dimensões da Caixa: 28 x 20 x 9,5 cm
Peso do Produto na Caixa: 600 gramas (aproximadamente)",37,25,Torricella,img/FST030A/Sandalia Tamanco Feminino 0.jpg,img/FST030A/Sandalia Tamanco Feminino 1.jpg,img/FST030A/Sandalia Tamanco Feminino 2.jpg,img/FST030A/Sandalia Tamanco Feminino 3.jpg,img/FST030A/Sandalia Tamanco Feminino 4.jpg,img/FST030A/Sandalia Tamanco Feminino 5.jpg,img/FST030A/Sandalia Tamanco Feminino 6.jpg,img/FST030A/Sandalia Tamanco Feminino 7.jpg,img/FST030A/Sandalia Tamanco Feminino 8.jpg,img/FST030A/Sandalia Tamanco Feminino 9.mp4,,,,,,,
FST030A,Sandália Tamanco Feminino,Calçados Femininos Sandálias,"R$ 49,90","Código Ref.: FST030A

Material: Napa Preto;

Enfeite: Laços em Napa Preto;

Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Napa Preto e Taloneira Napa Bege;

Salto: 9,5 cm de Altura e Revestido em Napa Preto;

Solado de PVC com antiderrapante na cor Preto.
Dimensões da Caixa: 28 x 20 x 9,5 cm
Peso do Produto na Caixa: 600 gramas (aproximadamente)",38,11,Torricella,img/FST030A/Sandalia Tamanco Feminino 0.jpg,img/FST030A/Sandalia Tamanco Feminino 1.jpg,img/FST030A/Sandalia Tamanco Feminino 2.jpg,img/FST030A/Sandalia Tamanco Feminino 3.jpg,img/FST030A/Sandalia Tamanco Feminino 4.jpg,img/FST030A/Sandalia Tamanco Feminino 5.jpg,img/FST030A/Sandalia Tamanco Feminino 6.jpg,img/FST030A/Sandalia Tamanco Feminino 7.jpg,img/FST030A/Sandalia Tamanco Feminino 8.jpg,img/FST030A/Sandalia Tamanco Feminino 9.mp4,,,,,,,
FST030A,Sandália Tamanco Feminino,Calçados Femininos Sandálias,"R$ 49,90","Código Ref.: FST030A

Material: Napa Preto;

Enfeite: Laços em Napa Preto;

Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Napa Preto e Taloneira Napa Bege;

Salto: 9,5 cm de Altura e Revestido em Napa Preto;

Solado de PVC com antiderrapante na cor Preto.
Dimensões da Caixa: 28 x 20 x 9,5 cm
Peso do Produto na Caixa: 600 gramas (aproximadamente)",39,6,Torricella,img/FST030A/Sandalia Tamanco Feminino 0.jpg,img/FST030A/Sandalia Tamanco Feminino 1.jpg,img/FST030A/Sandalia Tamanco Feminino 2.jpg,img/FST030A/Sandalia Tamanco Feminino 3.jpg,img/FST030A/Sandalia Tamanco Feminino 4.jpg,img/FST030A/Sandalia Tamanco Feminino 5.jpg,img/FST030A/Sandalia Tamanco Feminino 6.jpg,img/FST030A/Sandalia Tamanco Feminino 7.jpg,img/FST030A/Sandalia Tamanco Feminino 8.jpg,img/FST030A/Sandalia Tamanco Feminino 9.mp4,,,,,,,
FST030C,Sandália Tamanco Feminino,Calçados Femininos Sandálias,"R$ 49,90","Código Ref.: FST030C

Material: Napa Rosa;

Enfeite: Laços em Napa Rosa;

Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Napa Rosa e Taloneira Napa Bege;

Salto: 9,5 cm de Altura e Revestido em Napa Rosa;

Solado de PVC com antiderrapante na cor Bege.
Dimensões da Caixa: 28 x 20 x 9,5 cm
Peso do Produto na Caixa: 600 gramas (aproximadamente)",34,9,Torricella,img/FST030C/Sandalia Tamanco Feminino 0.jpg,img/FST030C/Sandalia Tamanco Feminino 1.jpg,img/FST030C/Sandalia Tamanco Feminino 2.jpg,img/FST030C/Sandalia Tamanco Feminino 3.jpg,img/FST030C/Sandalia Tamanco Feminino 4.jpg,img/FST030C/Sandalia Tamanco Feminino 5.jpg,img/FST030C/Sandalia Tamanco Feminino 6.jpg,img/FST030C/Sandalia Tamanco Feminino 7.jpg,img/FST030C/Sandalia Tamanco Feminino 8.jpg,img/FST030C/Sandalia Tamanco Feminino 9.mp4,,,,,,,
FST030C,Sandália Tamanco Feminino,Calçados Femininos Sandálias,"R$ 49,90","Código Ref.: FST030C

Material: Napa Rosa;

Enfeite: Laços em Napa Rosa;

Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Napa Rosa e Taloneira Napa Bege;

Salto: 9,5 cm de Altura e Revestido em Napa Rosa;

Solado de PVC com antiderrapante na cor Bege.
Dimensões da Caixa: 28 x 20 x 9,5 cm
Peso do Produto na Caixa: 600 gramas (aproximadamente)",35,19,Torricella,img/FST030C/Sandalia Tamanco Feminino 0.jpg,img/FST030C/Sandalia Tamanco Feminino 1.jpg,img/FST030C/Sandalia Tamanco Feminino 2.jpg,img/FST030C/Sandalia Tamanco Feminino 3.jpg,img/FST030C/Sandalia Tamanco Feminino 4.jpg,img/FST030C/Sandalia Tamanco Feminino 5.jpg,img/FST030C/Sandalia Tamanco Feminino 6.jpg,img/FST030C/Sandalia Tamanco Feminino 7.jpg,img/FST030C/Sandalia Tamanco Feminino 8.jpg,img/FST030C/Sandalia Tamanco Feminino 9.mp4,,,,,,,
